기온분석
[검색조건]
자료구분 : 월
자료형태 : 기본
지역/지점 : 서울
기간 : 1950~1959 01~12

년월,지점,평균기온(℃),평균최저기온(℃),평균최고기온(℃)
			1950-01,108,-1.3,-5.2,2.5
			1950-02,108,-0.4,-3.9,3.5
			1950-03,108,4.6,-0.6,10.7
			1950-04,108,13.1,7.7,20.2
			1950-05,108,17.5,12.5,24.5
			1950-06,108,20.8,16.7,26.8
			1950-07,108,26,22.6,30.5
			1950-08,108,26.5,22.1,32.7
			1950-09,108,,,
			1950-10,108,,,
			1951-12,108,,,
			1952-01,108,,,
			1952-02,108,,,
			1952-03,108,,,
			1952-04,108,,,
			1952-05,108,,,
			1952-06,108,,,
			1952-07,108,,,
			1952-09,108,,,
			1952-10,108,,,
			1952-11,108,,,
			1952-12,108,,,
			1953-01,108,,,
			1953-02,108,,,
			1953-03,108,,,
			1953-04,108,,,
			1953-05,108,,,
			1953-06,108,,,
			1953-07,108,,,
			1953-08,108,,,
			1953-09,108,,,
			1953-10,108,,,
			1953-11,108,,,
			1953-12,108,0.6,-3.5,4.6
			1954-01,108,-1.5,-5.5,2.5
			1954-02,108,0.4,-4.3,5.1
			1954-03,108,3.1,-1.6,8.6
			1954-04,108,11.8,6.7,18.4
			1954-05,108,16.6,11.7,23.1
			1954-06,108,19.6,15.7,24.6
			1954-07,108,21.9,18.9,26.2
			1954-08,108,25.7,22.7,30.3
			1954-09,108,20.3,16.5,25.3
			1954-10,108,12.5,7.2,18.4
			1954-11,108,9.5,4.5,14.8
			1954-12,108,-2.7,-6.9,1.5
			1955-01,108,-5.6,-10.5,-1
			1955-02,108,-0.1,-5.1,5.2
			1955-03,108,4.4,-0.2,9.5
			1955-04,108,11.1,6.5,16.3
			1955-05,108,15.9,11.1,22.4
			1955-06,108,21.4,17.2,27.3
			1955-07,108,24.5,21.8,28.4
			1955-08,108,26.2,22,31.9
			1955-09,108,20.7,16.3,26.2
			1955-10,108,12.6,7.6,18.4
			1955-11,108,5.9,1.2,10.7
			1955-12,108,0.6,-3.3,4.9
			1956-01,108,-3.9,-8.5,0.4
			1956-02,108,-3.4,-7.9,1.4
			1956-03,108,3.7,-0.3,8
			1956-04,108,9.5,5.3,14.6
			1956-05,108,15.1,10.4,21.5
			1956-06,108,19.7,16,24.6
			1956-07,108,24.3,21.5,28.1
			1956-08,108,24.8,21.1,29.8
			1956-09,108,20.4,16.1,25.5
			1956-10,108,12.8,7.2,19.2
			1956-11,108,3.2,-1.6,8.4
			1956-12,108,-5.2,-9.6,-1.1
			1957-01,108,-3.5,-7.6,0.5
			1957-02,108,-4.3,-8.5,-0.2
			1957-03,108,0,-3.8,4.7
			1957-04,108,10.4,5.4,16.6
			1957-05,108,16.9,11.8,23.6
			1957-06,108,20.1,16,26
			1957-07,108,22.4,19.9,26.3
			1957-08,108,24.1,20.8,28.9
			1957-09,108,18.9,13.4,25.7
			1957-10,108,12.5,7.2,18.6
			1957-11,108,8.3,3.3,13.7
			1957-12,108,-0.5,-4.2,3.4
			1958-01,108,-6,-10.6,-1.9
			1958-02,108,-0.8,-4.7,3.6
			1958-03,108,3.7,-1,9.1
			1958-04,108,10.8,6.2,16.2
			1958-05,108,16.3,11.2,22.9
			1958-06,108,22.2,17.6,29
			1958-07,108,25.6,22.5,30.5
			1958-08,108,23.8,20.5,28.4
			1958-09,108,19.8,15.8,25
			1958-10,108,12.7,8,18.4
			1958-11,108,6.7,2.5,11.3
			1958-12,108,4,0,8.3
			1959-01,108,-5.1,-9.5,-0.7
			1959-02,108,2.4,-1.3,6.7
			1959-03,108,6,1.8,10.8
			1959-04,108,10.2,5.6,15.8
			1959-05,108,17.9,13.1,23.9
			1959-06,108,20.4,16.6,25.6
			1959-07,108,24.4,21.2,28.7
			1959-08,108,25.8,22.2,31.1
			1959-09,108,20.8,16.9,25.6
			1959-10,108,14.8,9.6,20.9
			1959-11,108,5.8,1,10.6
			1959-12,108,1.1,-2.8,4.8
			

